Date,Close,High,Low,Open,Volume,SMA_7,SMA_30,EMA_14,RSI_14,MACD,MACD_Signal,Daily_Return,Volatility_14,Price_Range,Momentum_10,Target
2008-03-13,992.2999877929688,998.5,983.7000122070312,983.7000122070312,10,978.3714338030134,940.6300028483073,967.6748133870494,68.36419157130706,19.161839781960452,18.533328778323757,0.013792399027752644,0.010933813725907945,14.79998779296875,27.79998779296875,1
2008-03-14,998.2000122070312,1004.5999755859375,993.0,993.9000244140625,27,980.0857195172991,943.146669514974,971.7448398963804,73.59815183212476,19.941721165843546,18.815007255827716,0.005945807202099251,0.01046554340357435,11.5999755859375,26.10003662109375,1
2008-03-18,1003.2000122070312,1010.0,978.2000122070312,1003.5999755859375,30,988.2857230050223,949.5133361816406,979.3656841931771,69.94682146231239,20.990472592882952,19.53261994494447,0.0017974712892800948,0.010092471679288603,31.79998779296875,39.29998779296875,0
2008-03-19,944.7000122070312,979.2999877929688,938.4000244140625,979.2999877929688,84,984.6857212611607,951.4733357747396,974.7435945950243,44.000001479640694,16.405602158444253,18.90721638764443,-0.05831339641962374,0.01924114048682925,40.89996337890625,-41.5,0
2008-03-24,918.2999877929688,922.0,915.2000122070312,915.5,71,968.2428588867188,952.5100016276042,960.8456288248115,31.880726640486415,5.869882405895851,14.974471233257397,-0.0014136448754692443,0.01980358064328747,6.79998779296875,-53.9000244140625,1
2008-03-25,934.5999755859375,933.9000244140625,927.2000122070312,931.5,102,960.0,953.05,957.3462083929617,41.53666869999683,3.3783595041163608,12.65524888742919,0.017750177512409593,0.02024106596277437,6.70001220703125,-35.300048828125,1
2008-03-27,948.7999877929688,951.7000122070312,945.7000122070312,947.4000244140625,145634,945.4571358816964,955.2999979654948,955.2422615653315,41.50453627336465,1.8321183022202376,8.871628023513377,-0.00021076101900030508,0.01943872412760544,6.0,-30.0,0
2008-03-28,930.5999755859375,951.0999755859375,921.7999877929688,947.5,64013,935.0857020786831,956.103330485026,951.9566234347457,37.735840908444764,-0.19250421843071308,7.05880157512456,-0.019182137901758267,0.019991167381053488,29.29998779296875,-61.70001220703125,0
2008-03-31,916.2000122070312,940.0999755859375,912.0,931.0,5980,931.0142735072544,956.3966634114583,947.1890752710505,35.22289251531673,-2.9252681811506136,5.061987623869525,-0.015473848868134299,0.020267824844022536,28.0999755859375,-82.0,0
2008-04-01,882.9000244140625,919.7999877929688,871.7999877929688,915.0,3204,925.7714233398438,955.7333312988281,938.6172018234521,28.334128499418753,-7.689395460998185,2.511711006895983,-0.0363457622236355,0.021851886247273584,48.0,-118.5,1
2008-04-02,895.2000122070312,906.5,881.2000122070312,884.0,2367,922.4714268275669,954.6866658528646,932.8282432079293,30.860813589598976,-10.353149768436765,-0.06126114817056649,0.01393134834392118,0.02235746650883882,25.29998779296875,-108.0,1
2008-04-03,905.0,907.5,889.5999755859375,901.2000122070312,984,918.2428588867188,953.7,929.1178107802053,29.66931000712124,-11.540386740712506,-2.3570862666789547,0.010947260566728234,0.022174729714677786,17.9000244140625,-39.70001220703125,1
2008-04-04,909.0,914.9000244140625,898.7999877929688,904.7000122070312,279,912.5285731724331,952.4633341471355,926.4354360095114,29.041349312995933,-12.01995545983766,-4.289660105310697,0.0044198895027625085,0.022113451754316702,16.10003662109375,-10.5999755859375,1
2008-04-07,922.7000122070312,927.2000122070312,912.2999877929688,915.2999877929688,2086,908.8000052315848,951.7300008138021,925.9373795025141,32.377963164064866,-11.165827921727214,-5.664893668594001,0.015071520579792441,0.022730057296786118,14.9000244140625,4.4000244140625,0
2008-04-08,914.0,925.2999877929688,909.2999877929688,924.2000122070312,405,906.4285801478794,950.9433349609375,924.345728902179,30.625541382072356,-11.063411845173277,-6.744597303909856,-0.00942886321874159,0.02264747256749485,16.0,-20.5999755859375,1
2008-04-09,933.5999755859375,935.5,904.0999755859375,916.0,390,908.914289202009,950.5266682942708,925.5796284600135,47.09878794317892,-9.293561745916122,-7.254390192311109,0.021444174601682242,0.018169201572941992,31.4000244140625,-15.4000244140625,0
2008-04-10,928.2999877929688,939.2000122070312,922.4000244140625,931.2999877929688,409,915.3999982561384,949.5300008138021,925.942343037741,52.53644761028594,-8.223808566211801,-7.448273867091248,-0.005676936516244457,0.016676763760255855,16.79998779296875,-20.5,0
2008-04-14,925.4000244140625,929.4000244140625,915.5999755859375,917.0,153,922.3714250837054,946.6100016276042,925.5993603157089,47.132185233299616,-6.999599252867711,-7.3935181636218585,0.001948948544507001,0.016009762508570273,13.800048828125,9.20001220703125,1
2008-04-15,928.7000122070312,936.0,924.2999877929688,924.2999877929688,168,925.1857125418527,944.8500020345052,926.0127805678852,43.20161103391437,-6.133775584983482,-7.141569647894184,0.0035660122173200026,0.015400990227095707,11.70001220703125,45.79998779296875,1
2008-04-16,945.0999755859375,948.7000122070312,927.2000122070312,927.2000122070312,161,928.3857073102679,944.2233337402344,928.5577399036256,48.88217112641437,-4.077263945047662,-6.528708507324881,0.017659053691549076,0.016228310470140072,21.5,49.89996337890625,0
2008-04-17,939.7999877929688,947.9000244140625,938.7000122070312,927.2000122070312,209,932.0714198521206,942.6766662597656,930.0567062888714,53.014422463509874,-2.842363379351127,-5.79143948173013,-0.005607859411574823,0.015387854796015373,9.20001220703125,34.79998779296875,0
2008-04-21,914.7000122070312,924.5999755859375,914.0999755859375,922.5,449,927.0714285714286,938.6666666666666,925.9457068729467,61.77777858153328,-4.740229100975739,-5.3016334148726,0.002740627018795294,0.01330534860895715,10.5,-8.0,1
2008-04-22,922.2999877929688,922.7999877929688,916.2000122070312,920.5999755859375,625,926.8857160295759,937.0799987792968,925.4596109956163,60.39907552531017,-4.6252932648204705,-5.166365384862175,0.008308708302736223,0.013019215498774831,6.5999755859375,8.29998779296875,0
2008-04-23,906.2000122070312,921.5,898.7999877929688,916.7999877929688,111,924.1428571428571,934.8133321126302,922.8916644904716,50.43924339593388,-5.766862462553263,-5.286464800400393,-0.017456332862438972,0.013746009538885098,22.70001220703125,-27.39996337890625,0
2008-04-25,887.2000122070312,893.5999755859375,878.0999755859375,878.2000122070312,77,909.8857160295759,928.2433329264323,913.9621837676349,37.2025910247045,-9.880142126045143,-6.662264353294917,0.000451087527705063,0.014049716078210714,15.5,-36.39996337890625,1
2008-04-28,892.9000244140625,893.7999877929688,887.0,887.0,339,903.1857212611607,924.7333333333333,911.1538958538252,42.22550361893179,-10.673764500415928,-7.46456438271912,0.0064247206138463575,0.014105001735015955,6.79998779296875,-32.5,0
2008-04-29,874.2000122070312,890.5999755859375,869.5999755859375,890.5999755859375,136,897.7571498325893,920.4933329264323,906.2267113675861,27.967370638736583,-12.66564893559314,-8.504781293293924,-0.0209430078348386,0.013310918220078677,21.0,-54.5,0
2008-04-30,862.7999877929688,875.2000122070312,863.0,868.7000122070312,88,890.3428606305804,915.8133321126302,900.4364815576372,26.75656896711554,-14.991307931391134,-9.802086620913366,-0.013040521911320546,0.013500801605461002,12.20001220703125,-82.29998779296875,0
2008-05-01,848.9000244140625,873.5,849.5999755859375,855.0,28,879.8571515764509,912.6199991861979,893.564953938494,25.116601158570262,-17.75139330668526,-11.391947958067744,-0.016110296216463982,0.013815898300123098,23.9000244140625,-90.89996337890625,1
2008-05-02,856.0999755859375,857.7000122070312,853.2999877929688,853.2999877929688,6,872.7000034877232,910.5033325195312,888.5696234914865,27.71700860773008,-19.137203198897964,-12.940999006233788,0.008481506614214762,0.014206770796845923,4.4000244140625,-56.10003662109375,1
2008-05-05,872.2999877929688,872.7999877929688,861.2000122070312,861.2000122070312,35,870.6285749162946,908.9699991861979,886.4003387316842,33.25413980973258,-18.71255523811749,-14.09531025261053,0.018923037809858156,0.015491278928621949,11.5999755859375,-42.4000244140625,1
2008-05-06,876.0,881.4000244140625,872.2999877929688,872.2999877929688,47,869.0285731724331,907.0166666666667,885.0136269007929,27.809891696864113,-17.87144768266444,-14.850537738621313,0.004241674032797738,0.01440141277418343,9.10003662109375,-46.29998779296875,0
2008-05-07,869.5999755859375,869.4000244140625,864.7999877929688,868.0,43,865.6999947684152,904.3699991861979,882.9584733921455,27.614790283108945,-17.51934031831547,-15.384298254560147,-0.007305963942993765,0.014411247340173645,4.60003662109375,-36.60003662109375,1
2008-05-08,880.5999755859375,883.2999877929688,867.0999755859375,871.0,71,866.614275251116,902.0966654459636,882.6440070179844,38.73037308497861,-16.16632924575356,-15.54070445279883,0.012649494375374326,0.013381608548437325,16.20001220703125,-6.20001220703125,1
2008-05-12,883.7000122070312,886.5,879.2000122070312,879.2000122070312,56,874.6857038225446,899.4766662597656,882.9992780100013,35.68250682343822,-13.28962822423432,-14.941725791380321,-0.0009044519988340438,0.013100565469005008,7.29998779296875,-9.20001220703125,0
2008-05-13,868.5,870.4000244140625,862.9000244140625,862.9000244140625,17,876.4571358816964,898.9966654459636,881.0660409420011,35.92233452258368,-13.315505679472835,-14.616481768998826,-0.017200420954017415,0.013078957083590368,7.5,-5.70001220703125,0
2008-05-14,865.4000244140625,868.5999755859375,862.7999877929688,862.7999877929688,41,875.4714268275669,898.0033325195312,878.9772387382759,40.90137894775631,-13.43132788425612,-14.379450992050284,-0.003569344370682237,0.01196389460784173,5.79998779296875,2.60003662109375,1
2008-05-15,879.0,886.2999877929688,865.7999877929688,865.7999877929688,121,875.8999982561384,897.1366658528646,878.9802735731726,46.86543846624424,-12.284109873920215,-13.960382768424271,0.01571524751821629,0.012836431470177637,20.5,30.0999755859375,1
2008-05-16,899.0,904.2000122070312,892.0,892.0,85,880.1000017438616,896.8033325195313,881.6495704300829,52.101990562474185,-9.649860892900278,-13.098278393319472,0.022753128555176305,0.014192617610241688,12.20001220703125,42.9000244140625,1
2008-05-19,905.0,905.0,905.0,905.0,2,883.5857195172991,896.2133321126302,884.7629610394051,61.63141854685579,-6.997388205287393,-11.878100355713057,0.006674082313681939,0.012824311580642194,0.0,32.70001220703125,1
2008-05-20,919.5,919.5,919.5,919.5,2,888.5857195172991,896.3966654459635,889.3945662341512,70.92252315395595,-3.6828026157869544,-10.239040807727836,0.01602209944751376,0.012452899168933218,0.0,43.5,1
2008-05-21,928.0,924.0,923.2000122070312,923.5,3,894.914289202009,896.2099995930989,894.5419574029311,80.39968886607824,-0.36587313551410716,-8.26440727328509,0.009244154431756302,0.010958878800136664,0.79998779296875,58.4000244140625,0
2008-05-22,917.9000244140625,917.5999755859375,917.5999755859375,917.5999755859375,1,901.971435546875,895.8633341471354,897.6563663377485,73.23310106320488,1.4313342240609472,-6.325258973815884,-0.010883594381398187,0.011865901688315333,0.0,37.300048828125,1
2008-05-23,925.5999755859375,925.5999755859375,916.0,916.9000244140625,1,910.5714285714286,895.930000813802,901.3821809041738,71.40562808148026,3.437332286167475,-4.372740721819212,0.008388659948876498,0.011236226797019437,9.5999755859375,41.0999755859375,0
2008-05-27,907.7000122070312,912.0,906.5,912.0,25,914.6714303152902,895.340000406901,902.2245584112214,61.427554908581406,3.5418940050427636,-2.7898137764468167,-0.01933876820553604,0.01289167246854595,5.5,24.0,0
2008-05-28,900.5,900.5,900.5,900.5,149889,914.8857160295759,894.4,901.9946172897253,61.075287259260946,3.0090921670760054,-1.6300325877422521,-0.007932149509973785,0.012929787689283484,0.0,32.0,0
2008-05-29,877.2000122070312,903.2000122070312,872.0999755859375,903.0,64624,910.914289202009,892.1366678873698,898.6886699453661,48.88011647351583,0.6986746961009658,-1.1642911309736086,-0.02587450060296359,0.014610815933867068,31.10003662109375,11.79998779296875,1
2008-05-30,887.2999877929688,888.5,868.5999755859375,880.2000122070312,6671,906.3142874581473,890.3866678873698,897.1701789917132,50.88607311324854,-0.31374748878886294,-0.9941824025366596,0.011513879896702273,0.014902410065040698,19.9000244140625,8.29998779296875,1
2008-06-02,892.9000244140625,898.0,881.7999877929688,887.2999877929688,2132,901.3000052315848,889.7433349609375,896.6008250480265,52.82555890516036,-0.6566537152814362,-0.926676665085615,0.006311322774863459,0.014981037583037902,16.20001220703125,-6.0999755859375,0
2008-06-04,879.9000244140625,886.0999755859375,876.0,879.5,612,889.5857195172991,887.2266682942708,892.6406201367678,54.603178170866016,-2.845005955031752,-1.453155473151437,-0.0019282568273044642,0.014570018733725194,10.0999755859375,-39.5999755859375,0
2008-06-05,871.7999877929688,878.7999877929688,865.4000244140625,876.0999755859375,340,884.4571446010044,886.080000813802,889.8618691575946,47.63157398086306,-4.262389995947842,-2.015002377710718,-0.009205632908679262,0.014188950458318484,13.39996337890625,-56.20001220703125,1
2008-06-09,894.7000122070312,908.9000244140625,890.5,900.7000122070312,1930,886.2285766601562,886.6166687011719,891.1469195049335,46.573523410009685,-2.8152897330619453,-2.4033279193809562,-0.0007817871207780325,0.014635607910754071,18.4000244140625,-30.89996337890625,0
2008-06-10,867.9000244140625,886.5999755859375,866.0,886.5999755859375,457,883.4571533203125,885.7833353678385,888.0473334928174,34.13284645339142,-4.4303375269330445,-2.808729840891374,-0.02995416053125899,0.01570929320415747,20.5999755859375,-39.79998779296875,1
2008-06-11,879.7000122070312,882.0,869.5,869.5,146,881.5714372907366,885.9666687011719,886.9343573213793,35.443038440384015,-4.7038906181117,-3.187761996335439,0.013596021962247518,0.016031316103332364,12.5,-20.79998779296875,0
2008-06-13,870.2999877929688,870.2999877929688,860.5,870.2999877929688,361,878.4285801478794,886.8933349609375,882.6671392821555,32.68629193300275,-6.33164651215327,-4.218851234015306,0.0012655034174982038,0.01576549217740794,9.79998779296875,-17.0,1
2008-06-17,884.2999877929688,887.0,876.2999877929688,883.4000244140625,62,878.5285731724331,888.2100016276041,882.9926468342566,44.54912240420953,-5.069557249188392,-4.624643179055494,0.0007922275083440677,0.015847395713339076,10.70001220703125,2.70001220703125,1
2008-06-18,890.9000244140625,891.9000244140625,885.0999755859375,888.0,135,877.9857177734375,888.7066691080729,884.0469638448974,55.19332954196824,-3.99787687016601,-4.499289917277597,0.007463571991633833,0.014278141734772638,6.800048828125,11.0,1
2008-06-20,901.2999877929688,907.2999877929688,901.0,903.7999877929688,21,885.8999982561384,890.4666707356771,888.3872748487091,53.29668671307699,-0.8888776488008716,-3.417504102009091,-0.00044363359060339835,0.014242630526386262,6.29998779296875,5.89996337890625,0
2008-06-23,884.7999877929688,903.4000244140625,879.2000122070312,903.4000244140625,54,888.1285661969866,890.4766703287761,887.9089699079437,51.20664077046047,-1.1276846809306562,-2.9595402177934043,-0.0183068902956538,0.014724161230036729,24.20001220703125,-9.9000244140625,1
2008-06-24,889.2000122070312,891.2000122070312,885.5,889.5999755859375,64,890.8285696847098,890.6600036621094,888.0811088811554,53.43679979357232,-0.9509340014955114,-2.557818974533826,0.0049729028873948256,0.014757153868653072,5.70001220703125,21.29998779296875,0
2008-06-25,880.0,883.7999877929688,876.4000244140625,883.5999755859375,97,890.3142874581473,891.0433369954427,887.0036276970014,53.005867694299965,-1.5355213774107597,-2.3533594551092127,-0.010346392353500322,0.01481997938121933,7.39996337890625,0.29998779296875,1
2008-06-26,913.0999755859375,912.5999755859375,909.5999755859375,909.5999755859375,182,894.4285714285714,892.6333353678385,890.4831407488597,56.06578074368334,0.6644212822452573,-1.7498033076383188,0.03761360862038354,0.016438662555454373,3.0,43.89996337890625,1
2008-06-27,929.2999877929688,927.5999755859375,910.7000122070312,913.0999755859375,167,899.9142804827009,894.3100016276042,895.6587203547409,60.718702091758445,3.672759994704734,-0.6652906471697084,0.01774177268664978,0.016975471157989235,16.89996337890625,59.0,0
2008-06-30,926.2000122070312,933.7000122070312,922.2999877929688,927.7000122070312,144,903.4142804827009,895.2166687011719,899.730892601713,71.16920211499874,5.740574209921988,0.6158823242486309,-0.003335817956158338,0.014298594304293666,11.4000244140625,42.60003662109375,1
2008-07-02,944.7999877929688,944.7999877929688,933.0999755859375,938.7999877929688,58,917.8714250837054,897.3100016276042,910.6823132599047,78.20894611415578,10.917822561149364,3.9530125356946746,0.00244030535062989,0.013721187807485215,11.70001220703125,53.89996337890625,0
2008-07-03,931.9000244140625,944.7999877929688,928.0,944.7999877929688,58,923.9714268275669,897.4400024414062,913.5113414137925,71.12484285957684,11.583813175979685,5.479172663751677,-0.01365364473494568,0.014668932941913819,16.79998779296875,30.20001220703125,0
2008-07-07,927.2999877929688,931.4000244140625,915.4000244140625,931.4000244140625,141,930.7285679408482,897.7533345540364,915.3498275976826,65.93727225901694,11.606636939466284,6.704665518894599,-0.004936191115550215,0.014573284161077955,16.0,26.0,0
2008-07-08,921.9000244140625,922.7999877929688,919.2000122070312,922.7999877929688,37,931.9857177734375,897.6300028483073,916.2231871732,63.25812406838521,11.06148312918583,7.576029040952846,-0.005823318721009052,0.014775493016395498,3.5999755859375,37.10003662109375,1
2008-07-09,927.2999877929688,928.2000122070312,919.7999877929688,919.7999877929688,31,931.7000034877232,898.2833353678385,917.7000939225024,62.944518314682,10.939077842193115,8.2486388012009,0.005857428393429398,0.014745035196333814,8.4000244140625,38.0999755859375,1
2008-07-10,940.9000244140625,942.0999755859375,928.0999755859375,928.0999755859375,18,933.8000052315848,899.6300028483073,920.7934179880439,63.66806911360671,11.803417614554405,8.959594563871603,0.014666274992047201,0.01488160634870297,14.0,60.9000244140625,1
2008-07-11,959.5,965.7000122070312,948.2000122070312,948.2000122070312,58,936.2285766601562,902.3733357747395,925.9542955896381,68.0074390412943,13.829853749447238,9.933646400986731,0.019768280479661504,0.015475141158107646,17.5,46.4000244140625,1
2008-07-14,972.7000122070312,974.5999755859375,955.0,964.7000122070312,55,940.2142944335938,905.2200032552083,932.1870578052906,77.76376029173508,16.312904643733987,11.209498049536183,0.013757177912486984,0.014141011704230072,19.5999755859375,43.4000244140625,1
2008-07-15,977.7000122070312,986.2000122070312,976.0,983.5,12,946.7571498325893,908.0466695149739,938.2554517255228,77.8477200723972,18.471273240183905,12.661853087665728,0.005140330972809526,0.014139345417998713,10.20001220703125,51.5,0
2008-07-16,961.7999877929688,960.0,960.0,960.0,1,951.6857212611607,910.7200032552083,941.3947232011823,74.69807669130311,18.683425911036352,13.866167652339854,-0.016262682024694164,0.014768603930234249,0.0,19.29998779296875,1
2008-07-17,970.0,976.2000122070312,957.2999877929688,957.2999877929688,37,958.557146344866,913.7233357747396,945.2087601076913,70.22034262988304,19.290857884361685,14.951105698744222,0.008525693814831259,0.011797277844768209,18.9000244140625,25.20001220703125,0
2008-07-18,957.2999877929688,957.0,956.7999877929688,956.7999877929688,2,962.8428606305804,916.5733357747396,946.8209237990616,60.20408526418623,18.5338209023962,15.667648739474618,-0.013092796089722913,0.011989926866240657,0.20001220703125,25.39996337890625,1
2008-07-21,963.0999755859375,964.5,963.5,964.5,2,966.0142822265625,918.830000813802,948.9914640373117,63.18798178630186,18.192166214513122,16.17255223448232,0.006058694105220308,0.011919603227450578,1.0,35.79998779296875,0
2008-07-22,948.0,974.9000244140625,973.0,973.0,3,964.3714250837054,920.6066670735677,948.8592688323369,51.98269716518663,16.51261344974921,16.2405644775357,-0.015678513102184266,0.012071477187878083,1.9000244140625,26.0999755859375,0
2008-07-24,922.0,926.4000244140625,920.9000244140625,920.9000244140625,47,949.2285679408482,923.8333333333334,942.2205202996915,46.68895504546405,10.008322034051389,14.470247001366062,-0.0004336778008181552,0.013667161077252106,5.5,-18.9000244140625,1
2008-07-28,927.5999755859375,931.0999755859375,927.0,928.7999877929688,28,938.1428484235491,927.6566650390625,938.4660736153795,51.96414615125112,6.315270881140805,11.794995829744133,0.0010792143604014814,0.013583288881433965,4.0999755859375,-45.10003662109375,0
2008-07-29,916.4000244140625,917.7000122070312,916.2000122070312,916.2000122070312,147310,932.2999965122768,928.75,935.5239337218707,46.3883479045198,4.074065070596021,10.25080967791451,-0.01207411757940191,0.013884032161425081,1.5,-61.29998779296875,0
2008-07-30,902.9000244140625,919.0999755859375,893.2999877929688,917.9000244140625,93759,923.7000034877232,929.3700012207031,931.1740791474962,37.40052438452815,1.1947834233533285,8.439604427002275,-0.014731557879029689,0.013592410503581506,25.79998779296875,-58.89996337890625,1
2008-07-31,913.9000244140625,925.5999755859375,906.0999755859375,906.9000244140625,8550,918.8285784040179,930.1366678873698,928.870871849705,34.078215385979306,-0.1971869090830296,6.712246159785214,0.01218296566902688,0.012746121003139323,19.5,-56.0999755859375,0
2008-08-01,909.0,916.0999755859375,902.0999755859375,904.9000244140625,1834,916.914289202009,930.3800008138021,926.2214222697445,26.389907524247803,-1.6763999500444697,5.034516937819277,-0.005361663511502912,0.011752410307358196,14.0,-48.29998779296875,0
2008-08-04,900.0999755859375,915.2999877929688,894.4000244140625,912.7000122070312,2415,913.7857142857143,930.340000406901,922.7385627119036,22.0460938595901,-3.5261967308363182,3.3223742040881588,-0.009791005956064303,0.011458518255708691,20.89996337890625,-63.0,0
2008-08-05,878.5999755859375,895.4000244140625,873.2999877929688,895.4000244140625,790,906.9285714285714,930.1333333333333,916.8534177617748,21.191124201079603,-6.650382849908738,1.3278227932887794,-0.02388623551067659,0.012152658926070965,22.10003662109375,-69.4000244140625,0
2008-08-06,875.5999755859375,885.5999755859375,875.0,880.7000122070312,1330,899.5,929.6799987792969,911.3529588049965,16.09193335940776,-9.26163541784399,-0.7900688489377745,-0.003414523199820607,0.01142378517651636,10.5999755859375,-46.800048828125,0
2008-08-07,870.7000122070312,883.7999877929688,870.2999877929688,882.2000122070312,335,892.9714268275669,929.3699991861979,905.9325659252678,17.04716896996362,-11.592823136135166,-2.950619706377253,-0.005596120963374029,0.011302668410483867,13.5,-51.29998779296875,0
2008-08-08,857.7999877929688,869.5,851.0999755859375,868.7999877929688,303,886.528564453125,927.5266662597656,899.5148888409612,11.985547221180482,-14.316202092201479,-5.223736183542098,-0.01481569338831612,0.010859673745188694,18.4000244140625,-68.79998779296875,0
2008-08-11,821.5,863.4000244140625,818.0,858.2999877929688,286,873.3285609654018,923.9333333333333,889.1129036621664,10.394477558776444,-19.182481473262897,-8.015485241486259,-0.042317542911564865,0.014119047486838147,45.4000244140625,-106.0999755859375,0
2008-08-12,808.2000122070312,826.4000244140625,803.5999755859375,826.4000244140625,99,858.9285627092634,920.0,878.3245181348151,11.261858690741747,-23.837457433667396,-11.179879679922486,-0.01618988167129487,0.013399630682740657,22.800048828125,-108.20001220703125,1
2008-08-13,825.0,829.0999755859375,810.9000244140625,810.9000244140625,155,848.1999947684152,916.0833333333334,871.2145823835065,20.390707151102703,-25.872696468349545,-14.118443037607898,0.02078691850930725,0.015514470332160801,18.199951171875,-77.9000244140625,0
2008-08-14,808.2000122070312,831.9000244140625,805.0,831.4000244140625,67,838.1428571428571,911.5300008138021,862.8126396933098,16.363635102578982,-28.512581388199465,-16.997270707726212,-0.020363621567234813,0.015386488562617165,26.9000244140625,-105.70001220703125,0
2008-08-15,786.0,799.2000122070312,780.9000244140625,796.9000244140625,134,825.3428606305804,906.6666666666666,852.5709544008685,14.097360383593056,-32.02687873635557,-20.003192313452086,-0.027468463092950812,0.015748792101819235,18.29998779296875,-123.0,1
2008-08-18,799.7000122070312,801.7000122070312,792.0,792.0,22,815.2000034877232,902.4133341471354,845.5214954416903,20.78117048734903,-33.32238846285304,-22.66703154333228,0.017430040975866756,0.01755728634050696,9.70001220703125,-100.39996337890625,1
2008-08-20,810.2999877929688,814.9000244140625,804.7000122070312,814.9000244140625,87,806.9285714285714,894.819999186198,836.8476965718627,22.35857607623339,-32.52066380674012,-26.298752605735913,-0.0009862998607426121,0.017823873340560747,10.20001220703125,-65.29998779296875,1
2008-08-21,833.0,835.5999755859375,825.7999877929688,825.7999877929688,99,810.4714268275669,891.2233317057292,836.334670362281,31.481477074928108,-29.925881441935303,-27.02417837297579,0.028014331172409035,0.020320028128282208,9.79998779296875,-37.70001220703125,0
2008-08-22,827.4000244140625,836.5999755859375,823.0999755859375,832.2999877929688,21,810.8142874581473,886.819999186198,835.143384235852,31.996041026285937,-27.99861830893576,-27.219066360167787,-0.006722659767031791,0.020292807270628918,13.5,-30.39996337890625,0
